Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
1682,4.09,3.88,38.6,98.0,33.72,66.19
697,4.04,2.22,37.4,55.1,42.6,84.82
678,3.43,4.72,33.2,54.5,42.43,85.18
1479,3.3,3.59,27.5,88.7,35.26,71.08
1994,3.85,0.56,33.6,114.0,29.99,59.51
1818,3.25,2.9,37.0,98.2,31.39,60.81
1773,3.78,0.55,35.7,105.5,31.8,61.56
508,3.81,3.45,30.2,48.6,45.83,87.33
518,3.62,4.7,39.5,51.7,45.11,86.2
1665,3.6,1.08,37.8,98.3,33.99,64.33
847,4.05,2.92,37.5,64.3,41.02,80.9
1763,3.88,4.65,47.7,97.0,33.13,61.79
1656,3.68,0.68,40.7,91.4,34.15,65.93
365,3.44,0.76,35.8,49.0,46.78,90.77
521,3.76,2.62,32.5,47.6,44.19,89.88
272,3.91,3.84,32.9,44.0,47.94,95.23
526,3.34,1.16,30.9,46.5,44.29,86.85
1656,4.14,1.23,40.5,91.6,33.1,64.08
193,3.7,3.03,35.7,33.5,48.89,95.23
699,3.83,1.37,25.3,59.1,43.11,86.24
140,3.56,1.79,49.5,31.6,48.02,94.97
709,3.47,1.84,27.5,58.5,42.02,86.4
463,3.7,1.41,43.6,53.0,45.71,89.03
1226,3.88,0.74,34.9,82.8,37.14,74.97
1165,3.73,3.88,26.7,78.2,37.94,75.3
1214,3.89,4.6,38.3,77.0,38.72,71.93
364,3.73,4.1,45.5,48.8,46.4,89.48
1792,3.94,4.03,44.3,99.3,31.37,59.32
841,3.3,4.33,38.5,66.2,41.68,81.3
1901,4.06,2.21,28.7,102.0,31.72,60.37
1173,3.63,4.23,36.4,77.3,38.85,75.85
1320,3.63,2.1,20.8,78.3,36.75,74.79
1757,4.15,4.11,30.1,97.7,33.12,63.49
618,3.28,3.89,48.5,54.9,43.69,85.31
1833,3.59,1.61,21.6,100.3,31.36,64.02
147,3.71,1.62,48.2,33.0,48.26,92.4
1256,3.69,4.78,23.2,77.4,37.77,76.02
1481,4.0,4.9,34.7,84.5,34.8,68.01
1281,4.17,0.7,25.0,78.2,38.06,75.94
944,3.55,3.99,44.9,65.3,40.29,76.61
1989,3.79,3.07,43.9,110.6,29.87,56.22
1816,3.69,1.79,20.9,97.7,32.23,62.5
1076,3.82,1.75,27.4,74.7,39.4,76.6
1001,4.03,4.04,40.2,74.2,39.26,77.96
1257,3.47,1.54,25.3,81.0,37.25,73.73
370,4.17,1.35,32.2,40.3,45.55,90.73
555,3.99,1.44,30.0,49.2,43.46,86.16
1373,4.06,1.97,39.3,83.2,35.52,68.6
815,3.22,2.67,37.5,63.3,41.76,79.87
1296,3.49,3.2,38.2,86.0,36.12,72.47
597,3.38,2.0,31.7,55.0,43.42,87.26
229,3.78,2.74,30.2,36.6,47.36,96.28
1925,3.21,0.5,39.5,104.9,31.45,59.07
956,3.36,4.52,35.9,66.8,40.72,77.41
1951,4.06,3.12,24.5,108.7,31.42,61.62
480,3.6,1.12,23.1,50.8,46.19,91.79
365,3.42,0.89,40.6,43.1,47.13,89.02
1241,4.17,4.75,22.2,83.2,36.75,75.92
938,4.16,3.14,34.5,67.4,39.89,80.66
173,3.89,3.7,24.6,39.1,47.88,97.41
560,3.78,3.95,27.9,51.7,45.17,89.45
596,3.36,1.23,34.0,55.8,43.79,85.13
973,4.12,0.67,25.6,66.8,41.04,79.38
1280,3.75,1.8,47.6,81.1,36.58,69.59
1443,3.69,4.73,43.3,89.0,34.99,67.31
1854,3.3,3.14,21.4,102.2,32.38,61.74
1344,3.93,2.84,40.5,88.2,37.03,70.8
1283,3.48,1.36,48.7,76.4,38.16,69.56
299,3.95,2.58,27.9,42.2,46.04,93.29
1995,3.39,3.99,32.8,109.5,29.26,58.02
111,3.38,3.02,46.6,29.9,49.86,92.93
1701,3.68,3.27,28.2,99.3,33.32,65.34
208,3.57,4.07,41.8,41.6,47.09,92.53
1402,3.61,2.7,39.5,85.0,35.75,67.95
1230,3.57,1.06,42.0,82.7,38.09,74.05
1677,3.96,1.56,43.4,98.5,32.4,63.5
696,3.64,1.5,22.3,53.5,43.07,85.54
1391,3.27,4.25,49.9,90.4,35.47,67.3
1919,4.09,1.11,44.4,106.8,30.65,57.21
436,4.04,1.98,29.7,51.7,46.49,90.78
1916,4.14,1.33,41.2,111.0,31.22,58.68
1564,3.72,2.87,25.4,95.3,34.91,68.58
1617,3.55,3.37,40.4,97.2,33.52,63.67
1906,3.97,4.39,46.5,111.2,30.89,60.6
255,3.44,3.35,34.8,37.3,48.26,94.34
734,3.33,3.52,33.9,60.3,42.43,82.94
526,3.54,4.18,29.8,55.5,45.22,87.16
84,3.63,2.49,34.8,37.8,48.3,98.51
1160,4.08,2.49,34.6,75.6,37.77,76.58
1428,3.65,3.4,34.5,88.4,36.3,70.22
676,3.49,1.8,48.8,57.3,43.12,83.03
767,3.94,3.05,44.7,60.5,42.46,81.9
198,3.47,0.99,24.5,33.0,47.61,96.14
167,3.49,3.21,27.3,33.2,47.83,94.54
1101,3.22,2.0,32.3,74.1,39.01,77.6
1888,3.84,4.98,41.4,102.4,32.11,58.81
64,3.88,3.01,39.4,37.5,50.07,96.88
1991,3.65,1.39,46.2,107.0,29.93,55.82
1230,3.7,0.83,26.1,81.8,36.79,74.75
842,3.92,1.32,36.1,68.1,42.12,82.96
879,3.65,4.01,25.4,68.5,41.84,80.87
254,4.0,1.51,45.4,39.1,48.22,91.41
1687,3.86,2.8,49.4,102.3,32.14,63.68
1615,3.79,1.7,22.0,93.8,33.05,66.94
678,3.23,1.05,44.5,52.5,42.49,83.67
1926,3.82,4.29,46.4,107.1,30.98,58.26
353,3.3,4.56,27.7,47.4,45.75,90.78
371,4.14,2.86,26.3,48.4,46.59,94.23
1593,4.02,2.08,39.3,90.3,34.85,64.0
389,3.82,4.72,45.8,42.2,45.92,90.98
1081,3.72,0.7,29.5,76.9,38.25,79.25
780,3.81,4.29,25.5,61.8,41.53,84.84
568,3.99,4.75,34.6,50.1,44.01,87.1
33,3.26,0.53,46.6,34.7,50.45,94.54
286,3.94,1.27,30.6,45.8,46.87,92.36
13,3.59,2.81,25.3,33.8,50.87,98.02
20,3.74,4.92,47.3,26.8,50.03,95.07
533,3.44,2.98,43.7,48.2,44.1,87.15
852,4.03,0.66,48.5,65.3,41.61,80.94
1072,3.33,2.0,23.9,70.4,40.07,80.13
989,3.85,1.76,38.3,66.9,40.79,77.66
1001,3.96,3.28,26.6,73.9,39.37,80.32
1776,3.25,0.53,27.7,103.2,31.46,64.19
421,3.8,1.47,33.6,50.6,45.06,88.3
684,3.72,3.56,25.0,58.8,43.44,87.27
59,4.1,3.81,21.6,33.7,50.37,98.42
829,3.78,4.76,48.9,64.7,42.05,81.28
1293,4.04,2.8,28.0,78.2,36.21,72.93
1215,3.37,2.11,41.7,83.4,37.01,74.14
967,4.1,2.59,28.4,73.6,39.62,79.15
1102,3.53,4.81,33.5,72.6,38.4,75.47
1089,3.56,2.12,48.6,76.2,38.31,75.37
444,4.1,2.25,32.8,47.4,45.86,90.05
678,3.79,4.67,28.0,60.3,43.51,85.49
137,3.85,2.67,48.7,34.5,48.64,95.08
920,3.5,1.86,38.8,69.0,40.0,79.01
70,3.37,1.07,23.3,32.0,49.47,97.05
1120,3.51,4.09,25.2,74.5,39.65,78.43
964,3.93,4.15,23.0,69.2,41.06,79.7
690,3.33,2.35,38.0,59.0,44.07,85.15
741,3.77,0.6,21.9,54.8,42.97,86.37
684,4.2,2.26,22.4,59.8,43.62,87.97
679,4.16,1.45,27.6,58.3,44.2,88.0
1249,3.91,4.11,46.7,81.2,37.12,71.67
528,3.8,2.71,29.8,56.1,44.96,87.1
1543,4.08,4.3,29.2,93.7,33.9,68.48
233,3.51,2.7,29.8,42.1,47.64,95.92
1944,3.77,4.64,31.7,104.6,31.16,59.34
1291,3.22,4.26,33.3,82.5,36.81,71.35
1173,3.64,1.68,49.9,78.2,37.46,71.99
1190,3.42,2.58,45.3,80.5,37.38,72.82
1039,3.83,3.8,23.6,73.8,38.74,81.27
1811,3.71,1.18,41.9,103.8,32.32,60.63
1733,3.87,3.52,49.8,104.2,33.5,60.43
884,3.45,3.46,39.6,64.3,41.42,78.57
1845,3.35,3.88,34.4,101.5,32.17,61.41
584,3.66,1.22,22.8,49.5,43.38,86.77
1413,3.39,4.61,40.8,88.3,36.72,69.56
1283,3.76,3.73,38.8,80.9,37.25,72.45
549,4.15,2.62,40.2,52.5,45.48,87.57
1492,3.4,3.16,20.4,94.1,34.16,70.57
1313,4.13,4.1,23.1,86.4,37.19,74.19
238,4.07,0.86,49.1,41.4,48.34,91.72
246,4.19,2.2,23.5,35.8,47.0,94.17
819,3.24,0.87,27.6,62.2,41.68,81.9
547,3.38,3.0,41.3,48.4,44.69,84.85
1020,3.74,0.98,36.3,72.4,39.46,78.06
877,3.88,0.8,37.1,69.0,40.91,79.05
291,4.08,1.19,31.9,38.8,47.49,92.25
1520,3.8,3.8,29.0,86.8,35.08,70.41
1750,3.55,3.32,36.6,96.9,31.83,64.36
194,3.83,1.52,29.2,38.3,47.17,95.58
1472,3.62,1.84,34.8,88.4,34.85,69.26
1272,4.16,2.05,20.3,80.8,37.39,77.16
133,3.58,1.56,46.9,32.5,49.53,92.35
890,3.97,4.78,28.6,63.2,41.83,79.82
1606,3.2,4.12,29.7,91.6,33.07,67.26
917,4.13,1.21,44.9,62.6,41.28,78.34
1376,3.38,1.75,38.9,80.9,36.75,70.99
1919,3.78,3.52,41.0,107.6,31.1,57.39
1551,3.52,0.72,23.2,93.7,34.31,70.95
752,4.12,0.62,30.8,60.2,43.21,85.37
1307,3.86,3.82,21.9,85.7,36.47,74.41
1636,3.64,4.47,40.1,92.2,33.3,64.91
879,4.08,3.64,31.9,68.6,40.97,82.35
1923,3.61,1.17,38.1,102.3,30.54,58.8
1555,3.56,2.08,49.0,95.9,35.24,66.4
796,3.46,3.2,33.0,59.3,43.0,83.13
1410,4.09,3.3,47.6,83.6,35.75,67.46
1937,3.65,2.71,41.7,103.8,30.58,57.09
172,3.99,4.62,21.6,35.0,48.82,97.52
120,4.18,4.99,37.0,36.3,48.21,97.5
591,3.45,3.7,24.5,49.5,43.22,87.93
708,3.24,4.88,48.3,59.2,42.24,84.27
830,3.44,4.59,48.0,66.6,42.23,80.89
1644,3.27,2.01,48.7,97.1,34.36,62.81
1057,3.47,3.33,35.7,71.2,39.78,76.36
1409,3.48,3.19,22.7,83.3,35.67,73.27
1464,4.17,0.88,48.3,85.6,34.62,69.01
542,3.59,4.92,48.8,55.1,45.4,84.91
339,3.7,4.6,24.2,46.0,46.12,94.97
816,4.12,2.42,34.4,63.0,40.89,81.73
1902,3.24,0.72,35.0,110.5,31.38,60.79
1192,3.59,3.61,28.6,76.5,37.86,76.52
992,3.65,2.17,41.5,66.0,39.89,79.1
799,3.69,2.97,36.6,63.9,41.97,83.93
368,4.13,3.35,30.7,46.6,46.05,92.76
108,3.35,2.84,42.5,31.4,49.8,94.63
1377,3.65,0.59,41.5,89.3,37.09,68.59
1239,3.3,3.35,34.8,84.1,36.63,72.38
1209,3.63,1.63,41.8,80.6,37.89,72.81
341,3.32,0.76,44.2,48.5,46.06,90.99
1621,4.01,2.65,39.2,92.4,33.15,65.85
689,3.41,2.93,28.4,59.2,43.8,84.84
953,3.82,3.0,47.1,64.0,40.97,76.45
882,4.0,4.77,26.4,68.9,40.59,83.33
23,3.44,3.42,48.8,30.8,50.44,97.47
5,3.48,2.61,31.8,34.5,49.67,100.0
1338,3.52,4.83,30.2,80.7,37.04,70.57
121,3.64,2.91,36.8,33.1,48.89,96.93
679,3.61,4.02,30.7,54.0,43.77,84.95
1040,3.76,4.14,38.6,67.5,39.39,76.89
105,3.9,2.2,28.1,30.7,48.55,97.91
1750,4.02,4.07,32.8,95.3,32.29,64.38
1278,4.16,4.97,47.1,77.5,37.06,69.29
797,3.64,2.06,43.9,62.0,42.89,81.47
1432,4.04,1.84,37.6,91.0,36.33,70.31
1537,3.86,2.8,37.3,94.2,34.23,67.58
685,3.25,4.25,34.4,61.2,43.9,86.61
866,3.57,3.58,27.4,66.7,41.76,81.01
1415,3.57,4.56,44.6,86.1,35.72,67.1
721,3.91,0.98,29.8,57.1,42.65,86.82
1299,3.95,1.73,35.0,84.2,37.68,72.98
160,4.04,1.1,24.6,39.5,47.66,98.21
451,3.45,3.09,21.8,50.4,45.03,91.88
759,3.56,3.83,24.6,57.6,43.14,84.23
1083,3.26,0.83,43.3,76.6,39.58,73.96
1462,3.66,3.55,37.3,90.4,35.45,67.41
1234,3.65,0.73,40.6,79.6,38.38,73.74
502,3.42,4.11,26.2,46.7,44.93,89.34
558,3.63,2.69,49.9,47.8,44.62,86.2
1610,4.15,0.89,40.6,95.6,34.43,63.66
1860,3.68,0.63,33.8,100.5,32.12,61.67
238,3.29,2.23,26.0,42.0,47.36,94.09
1107,3.22,0.56,46.9,76.1,38.53,72.58
1505,3.77,4.18,44.8,90.6,35.54,66.04
675,3.99,3.34,45.7,58.1,43.63,83.46
697,3.85,0.75,32.4,60.2,42.5,86.8
158,4.06,1.36,33.2,39.0,47.93,96.49
1564,3.89,1.45,32.8,89.1,35.11,66.07
1723,3.28,4.49,26.6,103.7,32.15,67.13
381,3.47,2.3,20.3,44.3,45.77,94.86
725,3.83,3.33,22.8,58.9,43.29,87.81
651,3.93,3.59,36.8,59.3,43.11,83.37
1566,3.27,1.66,31.5,92.6,34.38,66.89
680,4.19,3.76,33.5,57.1,43.47,83.99
509,4.03,3.41,42.3,51.5,44.0,88.96
1293,3.42,3.8,31.1,81.5,37.89,75.16
843,4.07,1.81,26.2,61.3,40.61,82.77
113,3.64,2.09,38.6,32.8,49.09,95.06
1869,3.83,3.86,44.0,108.0,32.21,61.4
1920,3.86,3.89,32.1,110.9,30.4,60.27
1723,3.28,3.13,27.2,99.7,33.72,66.79
343,3.39,3.41,24.5,45.9,46.33,94.82
205,3.45,1.3,46.2,40.1,46.96,94.2
950,3.55,2.57,29.5,72.9,40.34,80.97
704,4.11,3.66,45.8,54.4,43.34,81.94
608,4.02,1.68,36.7,52.0,43.5,86.81
1371,4.11,0.62,30.8,79.9,36.86,72.32
284,3.39,2.19,34.5,36.9,47.52,92.87
652,3.28,0.66,43.8,54.0,43.64,82.89
1158,3.65,1.18,27.8,75.2,38.16,76.16
1518,3.36,3.05,25.2,91.8,35.58,68.14
569,3.22,1.52,41.7,49.2,44.43,84.93
1018,3.73,3.71,44.5,70.8,38.93,75.59
1980,3.31,2.16,41.4,104.9,29.91,56.24
1218,3.39,1.51,21.6,78.6,37.44,75.3
1109,3.42,2.63,33.5,69.7,39.61,76.83
550,4.1,4.96,49.0,54.8,44.65,86.79
1987,4.1,4.28,45.3,108.1,31.05,59.09
994,3.89,1.47,39.6,66.2,39.9,76.83
1745,3.32,4.3,23.4,96.8,33.02,65.45
711,3.72,3.52,34.7,61.6,43.43,84.99
1623,3.73,2.83,38.5,92.5,34.72,66.17
1767,3.37,2.04,25.3,96.0,32.54,65.08
986,3.55,0.97,49.2,69.8,39.49,77.98
1195,3.65,2.8,40.4,80.1,38.94,74.15
295,3.51,2.02,48.4,39.7,47.05,88.96
333,3.41,4.09,49.0,42.2,47.22,88.14
1105,3.86,4.81,28.4,76.3,38.72,78.45
906,3.95,0.67,47.0,64.8,41.61,78.19
1731,3.47,4.98,32.0,97.9,32.05,62.37
1830,3.78,1.79,32.8,98.3,31.31,63.82
1483,3.9,2.6,40.4,87.9,35.95,67.22
1209,3.68,2.21,37.3,83.2,37.63,72.15
301,4.02,1.28,47.9,41.4,47.35,92.37
925,3.77,1.92,24.1,63.6,41.16,80.35
1926,3.41,1.93,45.1,105.6,31.4,58.05
1057,3.31,1.96,25.9,75.4,38.98,80.71
1133,3.9,3.99,30.9,80.3,38.87,77.67
1855,3.64,3.98,28.3,103.1,30.87,61.48
205,3.51,1.15,27.5,39.5,48.13,97.24
79,3.79,2.75,33.0,36.2,49.36,96.75
321,4.01,2.39,21.1,46.1,45.89,93.71
1139,4.07,1.81,26.5,73.9,39.47,75.0
401,3.22,1.67,44.2,44.7,45.32,87.58
1213,4.08,3.81,38.7,74.7,37.27,73.63
39,3.4,2.49,32.6,36.2,49.73,98.18
137,3.51,2.26,44.8,37.6,48.72,95.0
43,3.62,3.47,32.5,32.4,49.75,96.57
1947,3.54,0.82,25.1,106.1,29.78,59.47
1232,4.02,1.1,47.4,81.7,37.06,71.41
1268,3.22,4.06,37.4,76.3,38.07,71.94
1582,3.75,1.29,38.3,93.2,34.95,68.01
1367,3.66,2.37,40.4,81.8,37.19,70.48
42,3.92,3.14,42.5,31.4,49.88,98.2
1597,3.91,1.25,29.2,95.8,34.58,69.25
1703,4.11,3.47,26.2,96.7,32.82,67.54
1619,3.39,3.46,34.9,94.5,34.25,64.91
850,4.05,3.13,44.9,60.6,41.97,78.08
1403,3.36,1.08,27.5,85.2,36.69,73.35
1599,3.45,2.05,35.4,89.5,34.42,66.89
618,3.69,2.35,37.6,57.8,44.23,85.5
1335,4.08,0.64,40.3,85.5,37.49,69.67
540,3.65,2.62,30.4,51.8,44.06,88.51
1516,3.33,2.24,41.0,92.2,35.02,69.11
1943,3.38,2.87,41.7,111.7,30.85,60.01
37,3.95,2.89,29.9,28.9,49.23,98.33
1088,3.65,2.52,29.1,72.4,39.36,76.81
768,3.55,1.25,33.1,63.6,41.4,82.73
1221,3.3,2.1,41.2,81.4,37.81,74.94
775,4.1,3.74,37.0,64.5,42.46,81.23
1350,3.85,3.86,25.2,87.4,36.11,74.84
254,3.28,3.48,33.9,35.7,46.74,94.4
1377,3.91,4.13,37.8,88.3,36.42,71.7
1559,3.44,1.37,40.7,91.8,35.28,64.99
1531,3.25,1.3,45.9,92.9,34.96,68.05
1844,3.71,3.34,29.2,104.9,30.96,63.56
1781,3.22,1.0,20.3,99.3,33.1,63.67
683,3.84,1.88,35.0,55.7,43.65,83.22
1095,4.16,4.7,40.9,78.1,38.55,74.18
1014,3.95,1.44,42.4,69.9,40.41,76.17
395,3.44,0.92,25.5,45.2,46.45,93.47
443,3.38,3.74,45.8,48.1,45.61,87.49
1,3.37,3.47,22.7,25.5,50.22,100.0
1749,3.74,2.54,38.7,101.6,32.56,62.02
1299,4.19,2.61,21.9,81.0,36.73,76.06
938,3.68,1.45,21.0,67.2,40.47,83.13
532,3.27,4.48,48.0,48.7,44.78,87.1
1126,3.65,4.95,49.2,74.0,38.21,73.78
1951,3.63,0.66,40.4,108.3,30.78,59.0
686,3.48,4.82,27.6,61.5,42.9,86.56
41,3.69,3.01,29.9,28.0,48.92,98.92
642,3.97,2.28,43.3,52.7,44.5,83.21
1685,3.79,2.38,38.4,93.2,32.56,63.02
280,4.13,2.92,41.0,46.1,47.16,93.1
997,3.55,3.26,44.7,72.5,39.38,77.17
1303,3.47,3.75,42.8,77.4,36.63,72.13
1084,3.35,1.92,24.2,77.5,39.32,78.47
484,3.35,1.4,41.0,48.3,44.53,88.56
879,3.56,4.48,21.8,68.1,40.7,83.75
275,3.96,1.6,33.4,39.4,47.42,92.01
407,3.49,2.17,23.4,43.5,45.04,91.71
1105,3.3,2.68,31.0,72.4,38.96,75.48
1975,4.06,4.12,39.2,105.5,30.07,56.64
819,4.09,3.45,20.4,66.9,41.61,82.71
96,3.53,1.32,48.5,29.5,50.01,92.73
1934,3.48,3.9,23.8,109.9,30.34,61.45
1073,3.51,4.04,23.7,69.7,39.28,79.58
480,3.76,4.21,23.5,49.2,45.89,90.38
939,3.54,3.22,30.2,70.2,40.12,79.76
303,3.99,3.89,33.9,38.4,46.59,91.08
636,3.25,1.64,47.2,55.8,44.27,84.25
1696,4.17,3.94,27.6,98.6,33.9,67.09
1485,4.12,2.57,25.9,84.6,34.34,69.83
259,3.5,4.31,35.0,39.1,46.53,91.62
856,4.02,2.47,25.1,61.0,41.84,82.99
673,4.17,0.84,43.0,57.4,42.4,85.59
190,3.27,3.39,46.3,40.0,48.98,91.67
1717,3.5,3.16,36.5,97.2,32.9,62.73
160,3.25,2.39,20.9,38.8,48.58,98.45
1562,4.18,2.78,23.7,88.6,34.05,70.73
400,4.14,3.72,37.4,43.5,46.45,91.27
1471,3.97,1.21,26.3,87.2,35.43,69.57
671,3.78,4.97,49.2,59.3,44.03,84.03
1300,4.12,4.72,33.1,86.3,36.12,73.83
447,3.3,2.37,34.4,50.7,45.24,89.08
940,4.19,4.69,22.4,65.8,40.6,80.8
1296,3.91,3.06,45.7,85.1,37.72,71.7
1115,3.67,1.3,22.8,70.0,39.05,76.48
916,3.95,4.46,28.4,70.0,41.54,79.92
1453,4.09,4.8,30.5,84.1,36.27,69.2
968,3.36,3.55,40.7,69.2,40.26,76.67
1163,3.68,4.02,37.8,76.7,38.78,75.79
673,3.6,1.92,49.2,58.8,42.52,81.19
1765,3.44,0.73,46.7,101.2,33.07,63.17
1199,3.94,3.26,35.2,75.2,38.58,74.63
1382,3.36,1.64,34.7,82.8,36.71,71.2
286,3.82,0.9,47.7,38.1,46.19,90.92
50,3.98,3.81,36.0,34.1,49.84,97.86
1225,3.71,4.93,49.5,83.5,37.88,71.23
749,3.84,2.02,35.5,58.6,42.27,82.35
1857,3.89,3.64,45.5,108.4,31.3,58.02
1551,3.4,3.77,37.6,90.6,34.02,66.52
1603,3.91,1.91,27.9,96.5,34.53,65.71
1899,3.27,0.74,29.4,108.6,30.19,63.08
1705,3.93,2.88,23.7,93.8,33.77,65.28
669,3.36,4.29,24.6,52.9,43.27,85.83
948,4.12,4.69,34.1,63.4,39.97,80.69
1484,3.21,1.16,26.1,84.5,35.32,69.81
197,3.87,1.05,34.6,36.9,48.77,95.7
86,3.55,4.07,49.2,29.5,49.42,92.92
693,3.82,0.87,35.7,58.8,43.79,83.94
459,3.72,4.63,48.6,52.8,46.16,88.4
589,3.74,2.98,29.5,55.5,44.45,86.02
667,3.69,3.36,42.1,53.9,43.95,85.87
1132,3.29,1.03,30.0,72.9,39.62,75.02
1335,3.7,3.38,35.8,86.1,36.82,69.84
1738,3.26,1.1,36.2,95.7,32.41,62.01
835,4.08,3.35,47.7,68.0,41.08,78.84
1668,3.27,2.96,33.9,94.6,33.06,66.74
1885,3.55,4.3,22.3,105.8,31.07,62.73
673,3.37,1.37,44.7,54.6,42.33,85.25
1027,3.93,2.81,26.1,70.1,40.12,79.91
1547,4.01,2.54,20.1,96.3,34.99,70.06
141,4.18,0.78,24.6,35.4,49.11,97.57
1826,3.36,0.57,43.7,103.5,32.15,59.72
1927,3.9,1.47,26.5,107.9,29.97,62.9
844,3.69,4.07,46.1,64.5,40.7,78.32
611,3.29,1.41,23.7,53.9,43.35,88.43
1433,4.02,2.73,23.5,84.8,36.12,73.06
1308,3.84,2.66,33.3,77.6,36.84,72.67
1199,3.69,2.3,47.7,80.2,38.82,73.8
484,3.69,1.42,30.9,52.1,45.27,89.68
1154,3.64,1.22,42.7,77.3,39.38,73.1
698,3.23,4.18,20.3,62.5,42.63,87.24
1090,3.46,3.68,44.6,73.8,39.81,76.63
45,4.2,3.86,33.3,28.7,49.08,99.01
1653,3.54,1.72,25.1,91.8,33.28,67.01
926,3.82,2.4,27.6,70.1,41.13,81.84
1816,3.65,3.14,43.9,98.9,31.5,60.6
681,3.55,2.72,29.9,55.7,43.07,84.86
1811,3.67,3.77,23.7,106.8,31.8,62.3
996,3.32,4.57,31.4,72.4,40.75,80.19
1016,4.12,4.18,38.0,72.9,39.46,79.69
209,3.29,4.41,41.4,43.2,47.02,94.79
1490,3.33,4.57,49.4,86.1,34.41,65.3
345,3.97,1.56,34.4,43.2,46.42,91.22
1262,3.38,4.13,33.8,83.4,36.47,73.22
620,3.87,1.5,37.1,57.7,44.29,85.91
567,3.93,1.04,38.3,52.1,43.61,84.99
164,3.42,1.1,22.1,33.8,49.3,99.11
1861,4.15,4.08,30.8,99.8,30.57,61.7
1416,3.48,2.4,30.9,83.8,35.82,71.21
1402,3.34,2.08,32.7,88.2,35.3,69.97
339,3.78,2.09,47.8,43.3,45.62,88.5
150,3.67,2.49,45.1,39.3,48.49,92.41
302,3.36,2.51,40.7,38.0,47.57,89.65
1161,4.09,1.02,25.7,77.8,38.97,74.99
3,3.87,3.77,26.3,32.0,50.87,100.0
1865,3.88,3.74,47.2,105.6,31.12,58.13
180,3.87,0.68,25.5,36.1,48.9,97.49
1887,3.45,4.39,24.5,108.0,31.47,62.52
107,3.72,1.77,20.1,37.6,48.99,97.87
1882,4.08,3.16,47.9,108.6,31.98,58.51
1875,3.78,4.17,43.6,106.1,32.14,61.62
1366,4.11,1.15,29.1,85.5,36.11,72.5
1693,3.69,3.74,26.6,95.0,33.06,67.14
22,3.89,1.04,20.8,33.5,50.11,99.78
779,3.51,3.08,47.2,63.0,42.31,79.54
1492,3.51,0.84,25.3,90.4,35.37,70.5
837,3.45,2.38,20.8,65.8,42.28,83.0
1438,3.5,4.77,41.2,86.1,35.34,67.86
800,4.18,3.8,31.1,58.3,41.89,83.85
547,4.14,1.99,28.8,55.3,44.29,86.63
1674,3.51,1.18,21.9,92.6,34.15,65.3
400,4.15,2.29,27.7,47.4,46.53,90.35
1431,3.73,0.93,28.4,90.7,36.62,69.18
1014,4.07,2.95,44.9,72.2,40.81,75.44
482,3.46,0.57,46.2,48.8,45.82,89.05
347,3.32,3.33,34.0,43.2,46.84,91.88
1925,3.55,0.9,32.0,103.2,30.64,62.11
1299,3.64,0.67,47.3,86.5,37.58,72.08
643,3.28,3.53,27.7,51.8,42.74,88.2
1561,3.78,4.96,35.2,93.2,34.01,68.37
1201,4.11,4.28,30.0,82.3,37.78,73.59
639,3.86,1.23,35.5,50.8,42.81,84.83
1636,3.79,2.24,44.7,94.1,33.92,64.35
700,3.87,3.21,33.9,55.1,43.3,82.69
1159,3.78,4.32,47.7,76.3,38.38,74.37
1789,3.5,0.89,48.2,101.5,32.49,61.46
26,3.38,3.68,39.4,27.2,48.89,95.93
1132,3.32,2.74,20.1,76.2,38.95,78.63
1494,3.52,1.51,39.8,92.0,34.3,69.09
860,3.76,2.21,40.4,60.3,40.73,81.6
62,3.72,2.45,45.8,31.8,49.17,93.65
1109,4.18,3.88,43.4,72.6,39.4,73.33
1086,3.86,1.86,46.8,75.5,39.1,73.58
806,3.9,4.7,40.0,59.3,41.27,82.57
180,4.06,3.23,38.6,33.6,47.35,94.52
1672,3.44,4.21,33.6,99.5,34.04,66.84
1950,3.66,1.26,47.0,104.3,29.85,56.85
802,3.93,3.73,22.0,66.6,42.03,84.82
1579,4.1,4.72,21.2,96.5,33.67,69.83
332,3.52,2.15,43.7,44.8,47.67,88.68
1045,3.61,4.62,22.9,72.4,39.57,80.11
424,3.3,1.54,48.5,46.8,46.07,86.89
26,3.72,2.96,37.9,35.7,49.53,96.62
1393,3.95,2.45,34.8,90.2,35.21,71.33
423,3.77,3.08,39.8,43.0,46.32,89.32
346,3.3,3.8,43.8,48.6,45.89,90.22
421,4.05,2.13,31.5,43.0,45.06,90.06
607,3.74,0.52,46.8,54.8,43.16,85.67
795,3.35,3.11,44.1,65.0,42.67,81.57
48,4.0,0.91,35.2,29.1,50.44,95.98
925,4.08,1.09,34.1,67.5,40.0,79.54
1407,3.51,3.85,25.6,82.8,36.52,71.86
613,3.46,3.89,35.8,51.0,43.31,86.56
383,3.39,3.77,42.8,44.2,46.93,87.72
190,4.13,4.78,24.5,34.5,47.14,96.72
1687,3.37,1.09,39.6,92.5,33.74,65.3
1938,4.13,1.18,39.5,102.7,30.71,59.6
523,3.62,4.88,35.2,47.3,45.58,87.92
927,3.3,4.93,28.8,62.7,41.68,82.6
1233,3.72,3.37,40.1,77.3,37.83,71.29
78,3.93,3.97,30.2,36.2,50.11,96.11
